Institution,Year,,Mean_Tone_Score,Median_Tone_Score,[ID],INSTITUTION,Institution_std,TLO Age,MEDSCHOOL,corrected_medschool,MEDSCHOOL (cat),STATE,STATE (cat),INSTTYPE,INSTTYPE (cat),Carnegie R1,Carnegie R2,Carnegie Classification (cat),Private,Private (cat),Stem program,Stem program (cat),Urbanicity,Urbanicity (cat),Land-Grant Institution,Land-Grant Institution (cat),Tot Res Exp,tot_res_expend,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Net Licensing Income,License Income/Invention Disclosure,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,Fed Disclosure,INVDISRES,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,Iss US Pat_Missing,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,startup_missing,St-Ups w Equ,Lic FTEs,Oth FTEs,Ex Copyright Lic,Ex Oth Non-Open Src Lic,Ex Pat Lic,Non-Ex Copyright Lic,Non-Ex Oth Non-Open Src Lic,Non-Ex Pat Lic,Tot Copyright Lic,Tot Oth Non_Open Src Lic,Tot Pat Lic,Non-Bin Gndr Disc,Non-Bin Gndr Disc (cat),Race Ethnicity,Race Ethnicity (cat),Non-Bin Gndr Pat,Non-Bin Gndr Pat (cat),Race Ethnicity Pat,Race Ethnicity Pat (cat),Institution_std_lower,Flat,Flat (cat),$0-10k,$10-50k,$50-100k,$100-300k,$300-500k,$0.5-1M,>$1M,Royalty Share,royalty_adjusted,royalty_adjusted_numerical,,weighted_share,Fee,Lab,Lab (cat),More,More (cat),combinedshare_LS,faculty2,matching,faculty2_corrected,invdisrec,newpatappfld,issuspat,discperfaculty2,appperfac2,issperfac2,ID,Duplicates,Num Duplicates,Institution Founding Year,Age_of_uni
University of Florida,2012,University of Florida2012,,,85863,University of Florida,University of Florida,29,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,572777695,,129,394054281,29517716,5026574,3628889,681,50,9,16,89,24,165,51,101,28,0,"$1,525,423.00 ",4,471,323,"$3,068,937.00 ","$108,643.00 ","$32,524,564.00 ","$98,325.36 ",33922249,29327889,345,,,150,5,126,19,278,60,0,4,123,2,10,15,0,5,20,5,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,,,,,,,752,2012University of Florida,1315,,,,,,,University of Tennessee2023,0,1,1853,172
University of Florida,2003,University of Florida2003,,,85863,University of Florida,University of Florida,20,1,1,yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,411972515,,55,236898596,63806276,4367186,1399569,266,36,13,8,35,12,,19,,,,$0.00 ,3,119,85,"$853,880.00 ","$29,642.00 ","$32,310,510.00 ","$133,629.27 ",35278127,34424247,264,,,192,,,,257,50,0,14,,5,10,10,0,6,13,6,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,15.00%,0,No,0,No,28.33%,752,2003University of Florida,1315,98,25,24,0.12855606,0.03279491,0.031483117,Iowa State University2013,0,1,1853,172
University of Florida,2004,University of Florida2004,,,85863,University of Florida,University of Florida,21,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,427997263,,64,264106590,61695370,3632323,1066614,299,37,8,8,35,21,107,27,,,,"$211,640.00 ",3,150,110,"$683,269.00 ","$44,389.00 ","$34,880,964.00 ","$134,700.26 ",37446673,36551764,278,,,233,0,119,114,301,53,0,32,,,,8,0,,13,6,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,0,No,0,No,50.00%,752,2004University of Florida,1315,34,41,8,0.103362314,0.12464279,0.024320545,University of Hawaii2002,0,1,1853,172
University of Florida,2005,University of Florida2005,,,85863,University of Florida,University of Florida,22,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,478000000,,66, , ,4106296,1600000,404,34,9,17,36,13,115,22,56,10,, ,3,172,135, ,"$30,404.00 ","$37,793,704.00 ","$147,619.05 ",40300000, ,273,,,187,0,131,56,279,54,0,32,,,12,13,0,9,14,6,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,0,No,0,No,,751,2005University of Florida,1315,,,,,,,Brigham Young University2015,0,1,1853,172
University of Florida,2021,University of Florida2021,0.414461373,0.496069365,85863,University of Florida,University of Florida,38,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,959966823,,275,423153922,31394469,7289626,3412565,,89,4,28,247,7,315,70,218,57,,"$3,097,386.00 ",5,310,132,"$1,805,833.00 ","$513,886.00 ","$37,124,960.00 ","$130,165.15 ",41002021,36098802,315,123,,439,60,204,232,472,140,0,,51,,5,7,0,2,7,17,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,0,No,0,No,50.00%,751,2021University of Florida,1315,23,6,10,0.10939358,0.028537456,0.047562424,Temple University1994,0,1,1853,172
University of Florida,2017,University of Florida2017,0.414461373,0.496069365,95197,Univ. of Florida,University of Florida,34,1,1,yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,623880026,,257,323834708,35796028,6856973,4072899,1930,77,6,22,214,21,249,140,217,40,,"$721,801.00 ",5,998,669,"$2,937,158.00 ","$143,856.00 ","$38,816,765.00 ","$125,682.29 ",41600839,37941880,331,,,176,0,161,3,314,140,0,22,175,6,5,11,0,4,13,13,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,0.4,15.00%,1,Yes,0,No,49.00%,751,2017University of Florida,1315,93,93,10,0.19133046,0.19133046,0.020573169,Auburn University2006,0,1,1853,172
University of Florida,2006,University of Florida2006,,,85863,University of Florida,University of Florida,23,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,459114540,,73, , ,3849237,2628969,361,34,14,19,43,11,125,21,55,18,,"$3,000.00 ",3,223,156,"$1,438,811.00 ", ,"$41,679,732.00 ","$165,000.00 ",42900000,41458189,260,,,124,0,116,8,197,78,0,,75,4,9,10,0,8,14,5,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,20.00%,0,No,0,No,26.67%,750,2006University of Florida,1315,356,151,70,0.21946275,0.09308673,0.043152787,University of Washington2011,0,1,1853,172
University of Florida,2016,University of Florida2016,0.414461373,0.496069365,95197,Univ. of Florida,University of Florida,33,1,1,yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,586082503,,293,306399067,41888702,6904293,3876550,1787,53,9,21,252,20,206,190,243,50,,"$566,434.00 ",7,976,617,"$8,144,897.00 ","$2,316,683.00 ","$41,541,341.00 ","$138,844.50 ",44569084,35857753,321,,,213,0,198,1,352,138,0,20,163,6,7,17,0,3,13,13,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,1,Yes,0,No,55.00%,749,2016University of Florida,1315,93,58,16,0.23385334,0.14584401,0.040232833,University of South Florida2002,0,1,1853,172
University of Florida,2023,University of Florida2023,0.414461373,0.496069365,85863,University of Florida,University of Florida,40,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,1250201248,,53, , ,0,0,,35,,,,,,193,228,53,, ,0,0,0,"$4,744,313.00 ",$0.00 ,"$44,784,481.00 ","$128,691.04 ",44784481,40040168,348,,,174,,,,,146,0,,,,,15,0,, , ,,,35,,,193,,,228,,,0,No,,,0,No,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,,,,,,,749,2023University of Florida,1315,,,,,,,University of Kansas2019,0,1,1853,172
University of Florida,2018,University of Florida2018,0.414461373,0.496069365,95197,Univ. of Florida,University of Florida,35,1,1,yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,657891384,,228,353687471,40485085,7018162,3764543,1950,41,6,28,158,42,242,135,176,52,,"$267,408.00 ",5,919,582,"$3,117,870.00 ","$90,001.00 ","$41,658,898.00 ","$124,756.99 ",44912517,41527239,360,,,205,0,185,8,379,128,0,20,181,3,11,20,0,4,13,11,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,0,No,0,No,50.00%,748,2018University of Florida,1315,60,17,14,0.15128593,0.042864345,0.03530005,University of Rochester1993,0,1,1853,172
University of Florida,2007,University of Florida2007,,,85863,University of Florida,University of Florida,24,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,473800000,,74,303400000,29800000,3985902,1852628,359,41,3,13,42,19,112,15,56,18,,"$58,237.00 ",4,209,155,"$1,285,993.00 ","$83,553.00 ","$45,901,999.00 ","$146,896.86 ",48035273,46691043,327,,,162,0,155,7,284,77,0,14,81,3,6,9,0,3,14,5,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,15.00%,0,No,0,No,28.33%,748,2007University of Florida,1315,102,33,16,0.13380325,0.043289285,0.020988744,Iowa State University2012,0,1,1853,172
University of Florida,2008,University of Florida2008,,,85863,University of Florida,University of Florida,25,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,483798009,,75,303785309,32035241,4760579,3053830,395,30,12,12,51,12,144,19,49,26,,"$47,397.00 ",2,243,188,"$2,303,668.00 ","$93,724.00 ","$50,545,720.00 ","$174,757.42 ",52252469,49901404,299,,,180,0,169,11,295,52,0,8,101,1,8,14,0,11,14,6,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,20.00%,1,Yes,0,No,40.00%,748,2008University of Florida,1315,91,77,23,0.15957661,0.13502635,0.04033255,Northwestern University2002,0,1,1853,172
University of Florida,2009,University of Florida2009,,,85863,University of Florida,University of Florida,26,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,496063499,,115,311897288,32351826,5520366,3762881,569,45,7,9,88,18,311,46,91,24,,$0.00 ,4,342,323,"$1,466,628.00 ","$216,367.00 ","$52,122,991.00 ","$177,238.41 ",53880476,52413848,304,,,180,12,155,13,301,73,0,21,98,7,6,10,0,3,17,7,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,15.00%,0,No,0,No,28.33%,747,2009University of Florida,1315,252,162,98,0.3733369,0.2400023,0.14518657,Stanford University2000,0,1,1853,172
University of Florida,2022,University of Florida2022,0.414461373,0.496069365,85863,University of Florida,University of Florida,39,1,1,YES,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,1085000000,,330, , ,0,0,,0,2,14,79,14,,33,277,53,, ,,,, , ,"$58,140,098.00 ","$181,687.81 ",58140098, ,320,162,,187,,165,22,397,139,0,,,,2,10,0,2, , ,,,,,,33,,,277,0,No,,,0,No,0,No,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,0,No,1,Yes,,746,2022University of Florida,1315,,,,,,,University of Oklahoma-All Campuses2016,0,1,1853,172
University of Florida,2020,University of Florida2020,0.414461373,0.496069365,85863,University of Florida,University of Florida,37,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,755113407,,272,394127384,45591571,7359348,4643288,2308,51,9,27,217,28,248,177,228,44,,"$863,939.00 ",8,302,142,"$10,948,951.00 ","$241,552.00 ","$55,979,486.00 ","$142,119.97 ",58695546,46882656,413,,,266,0,255,5,436,154,0,11,191,0,9,16,0,2,14,14,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,0.00%,1,Yes,0,No,60.00%,746,2020University of Florida,1315,89,43,44,0.25187075,0.12169036,0.12452037,Emory University1999,0,1,1853,172
University of Florida,2019,University of Florida2019,0.414461373,0.496069365,85863,University of Florida,University of Florida,36,1,1,Yes,12,FL,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,719462566,,261,385810633,41688193,6854783,3834346,2060,46,2,12,86,24,237,20,205,56,0,"$38,773,388.00 ",7,309,138,"$11,499,014.00 ","$1,320,817.00 ","$91,695,452.00 ","$266,805.32 ",94715889,43978339,355,,,188,0,173,0,392,124,0,3,199,7,9,14,0,0,14,13,,,,,,,,,,,,,,,,,,university of florida,0,No,40.00%,40.00%,40.00%,40.00%,40.00%,25.00%,25.00%,35.71%,39.70%,0.4,,,,,,,,,746,2019University of Florida,1315,,,,,,,University of Miami2007,0,1,1853,172
University of Georgia,1993,University of Georgia1993,0.529358674,0.501951853,84319,University of Georgia,University of Georgia,14,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,168462796,,10,65177867,2768114,444236,226485,,,,,,,,,,,, ,,,, ,$0.00 ,"$394,075.00 ","$20,394.20 ",611826, ,30,,,4,,,,12,14,0,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,university of georgia,1,Yes,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,0.25,,0.25,0.00%,0,No,0,No,49.63%,745,1993University of Georgia,734,149,82,21,0.37569338,0.20675744,0.052950073,University of Rochester2007,0,1,1785,240
University of Georgia,1996,University of Georgia1996,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,17,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,209357000,,21,56254000,9861000,796322,382042,85,20,3,8,6,7,,1,,,,$0.00 ,,31,,"$56,420.00 ",$0.00 ,"$651,597.00 ","$31,349.32 ",1065877,1009457,34,,,15,,,,19,7,0,,,,,6,0,,2, ,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,0,No,50.00%,745,1996University of Georgia,734,89,21,29,0.10112013,0.023859804,0.032949254,Virginia Tech1996,0,1,1785,240
University of Georgia,1995,University of Georgia1995,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,16,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,206205000,,20,57509000,10595000,500571,312935,89,,1,,,,,,,,, ,,26,, ,$0.00 ,"$1,360,379.00 ","$44,229.00 ",1548015, ,35,,,15,,,,27,9,0,,,,,5,0,,2,1,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,,,,,,,745,1995University of Georgia,734,,,,,,,University of Chicago2020,0,1,1785,240
University of Georgia,1997,University of Georgia1997,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,18,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,225457000,,33,54364000,10283000,1042066,676009,122,18,1,2,26,5,,15,,,,$0.00 ,,35,,"$1,766,975.00 ",$0.00 ,"$2,706,544.00 ","$71,455.84 ",3072601,1305626,43,,,23,,,,28,16,0,2,,,3,5,0,,1,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,20.00%,1,Yes,0,No,40.00%,744,1997University of Georgia,734,124,69,26,0.21744505,0.120997645,0.045593314,Northwestern University2003,0,1,1785,240
University of Georgia,2001,University of Georgia2001,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,22,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,272298000,,40,66913000,13791000,1139286,904186,352,12,1,1,36,3,,28,,,,$0.00 ,0,90,74,"$715,963.00 ","$185,175.00 ","$2,904,108.00 ","$59,230.34 ",3139208,2423245,53,,,41,,,,55,22,0,3,20,0,6,6,0,2,6,2,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,0,No,50.00%,744,2001University of Georgia,734,32,14,,0.15219976,0.066587396,,Temple University1993,0,1,1785,240
University of Georgia,1999,University of Georgia1999,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,20,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,237493000,,32,56080000,11034000,878682,681680,359,14,4,7,21,4,,18,,,,$0.00 ,,64,49,"$584,927.00 ",$0.00 ,"$3,011,425.00 ","$44,561.49 ",3208427,2623500,72,,,40,,,,44,21,0,11,7,0,5,5,0,,3,4,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,0,No,35.00%,744,1999University of Georgia,734,98,112,14,0.20363835,0.23272952,0.02909119,Washington University in St. Louis2008,0,1,1785,240
University of Georgia,1998,University of Georgia1998,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,19,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,217945000,,94,54712000,10534000,831992,326847,327,29,2,21,67,6,,65,,,,"$640,456.00 ",,49,,"$1,048,906.00 ",$0.00 ,"$2,878,517.00 ","$38,450.70 ",3383662,1694300,88,,,39,,,,53,24,0,,25,0,7,7,0,,2,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,1,Yes,,744,1998University of Georgia,734,,,,,,,University of Oklahoma-All Campuses2012,0,1,1785,240
University of Georgia,2000,University of Georgia2000,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,21,0,1,NO,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,258476000,,43,62678000,12276000,1261864,683789,347,18,3,2,34,7,,25,,,,$0.00 ,1,73,58,"$805,000.00 ","$96,568.00 ","$3,184,488.00 ","$51,541.96 ",3762563,2957563,73,,,35,,,,73,17,0,10,14,0,4,7,0,3,3,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,1,Yes,0,No,60.00%,743,2000University of Georgia,734,57,50,26,0.16131048,0.14150043,0.07358022,Emory University1998,0,1,1785,240
University of Georgia,2002,University of Georgia2002,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,23,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,284660000,,57,78086000,15387000,1223064,715902,422,8,1,4,47,6,,49,,,,$0.00 ,0,87,62,"$730,732.00 ","$295,739.00 ","$3,326,406.00 ","$72,331.47 ",3833568,3102836,53,,,30,,,,54,33,0,12,29,1,3,4,0,2,5,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,,,,,,,743,2002University of Georgia,734,,,,,,,University of Chicago2021,0,1,1785,240
University of Georgia,2003,University of Georgia2003,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,24,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,299748000,,96,93884000,15777000,1228627,616463,519,28,0,7,82,7,,68,,,,$0.00 ,1,100,98,"$328,000.00 ","$318,489.00 ","$3,571,126.00 ","$48,642.91 ",4183290,3855290,86,,,64,,,,100,36,0,21,31,1,2,2,0,0,5,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,0,No,50.00%,743,2003University of Georgia,734,33,33,14,0.10032225,0.10032225,0.042560954,University of Hawaii2001,0,1,1785,240
University of Georgia,2015,University of Georgia2015,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,36,0,1,no,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,374264000,,170,132118000,14737000,1982632,494189,1330,36,1,25,138,7,84,71,107,63,5,$0.00 ,0,382,270,"$949,203.00 ","$708,011.00 ","$5,039,113.00 ","$50,996.53 ",6527556,5578353,128,,,63,0,43,1,98,44,0,55,54,4,4,6,0,1,7,6,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,1,Yes,,743,2015University of Georgia,734,,,,,,,University of Oklahoma-All Campuses2007120s_UniversityofOklahoma_IPPolicy_2007.txt,0,1,1785,240
University of Georgia,2014,University of Georgia2014,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,35,0,1,no,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,355471000,,139,126164000,14048000,2123943,678271,1324,30,1,25,108,6,160,50,80,59,1,"$3,749.00 ",0,422,282,"$1,669,617.00 ","$157,410.00 ","$5,131,084.00 ","$41,104.73 ",6576756,4903390,160,,,44,0,39,0,104,37,0,28,52,1,4,5,0,1,5,6,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,0.55,0.00%,0,No,0,No,62.55%,743,2014University of Georgia,734,49,18,13,0.11133327,0.040897936,0.029537398,Wayne State University2002,0,1,1785,240
University of Georgia,2010,University of Georgia2010,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,31,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,230803000,,112,118862000,13204000,2526356,711870,736,26,0,14,89,9,126,42,68,44,14,"$372,348.00 ",1,339,303,"$894,387.00 ","$28,831.00 ","$4,858,069.00 ","$46,337.19 ",6672555,5405820,144,,,63,0,50,13,121,30,0,26,45,0,4,4,0,0,6,5,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,15.00%,0,No,0,No,28.33%,742,2010University of Georgia,734,277,156,109,0.4103743,0.23111333,0.16148303,Stanford University2001,0,1,1785,240
University of Georgia,2011,University of Georgia2011,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,32,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,245166000,,152,137319000,12468000,2191978,550522,1087,19,0,24,116,12,91,56,75,77,9,$0.00 ,0,406,303,"$1,176,205.00 ","$122,211.00 ","$5,224,824.00 ","$40,628.88 ",6866280,5690075,169,,,56,0,45,11,108,28,0,32,49,0,4,4,0,0,6,4,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,1,Yes,,742,2011University of Georgia,734,,,,,,,University of Oklahoma-All Campuses2009,0,1,1785,240
University of Georgia,2012,University of Georgia2012,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,33,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,351395000,,232,137710000,4119000,2355316,811220,1230,132,0,115,116,1,177,46,178,54,12,"$146,451.00 ",0,436,283,"$1,335,713.00 ","$184,949.00 ","$5,969,451.00 ","$37,012.55 ",7513547,6031383,203,,,75,0,65,10,122,33,0,17,46,3,0,0,1,0,6,5,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,1,Yes,,741,2012University of Georgia,734,,,,,,,University of Oklahoma-All Campuses2008,0,1,1785,240
University of Georgia,2016,University of Georgia2016,0.405456061,0.475356537,95198,Univ. of Georgia,University of Georgia,37,0,1,no,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,410345000,,145,143886000,18180000,1905403,683651,1180,26,0,15,118,12,136,66,92,53,2,"$482,495.00 ",1,408,328,"$413,070.00 ","$768,273.00 ","$6,400,792.00 ","$38,497.70 ",7622544,6726979,198,,,45,0,30,3,76,42,0,36,60,1,6,7,0,0,7,6,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,0,No,,741,2016University of Georgia,734,,,,,,,Colorado State University2014,0,1,1785,240
University of Georgia,2013,University of Georgia2013,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,34,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,350225000,,151,131824000,5260000,2317129,913588,1293,26,0,16,128,7,120,56,82,69,1,"$40,571.00 ",0,422,318,"$1,185,571.00 ","$198,873.00 ","$6,856,654.00 ","$59,001.39 ",8260195,7034053,140,,,41,0,29,12,94,43,0,46,48,1,3,3,0,0,6,6,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,,0.00%,0,No,1,Yes,,740,2013University of Georgia,734,,,,,,,University of Oklahoma-All Campuses2013,0,1,1785,240
University of Georgia,2004,University of Georgia2004,0.405456061,0.475356537,84319,University of Georgia,University of Georgia,25,0,1,No,13,GA,0,5U,1,0,R1,0,Public,1,Yes,2,Semi-Urban,1,Yes,313160000,,71,96348000,6630571,1523348,601317,590,23,0,7,59,5,32,48,,,,$0.00 ,5,107,86,"$169,546.00 ","$433,937.00 ","$7,764,501.00 ","$84,335.26 ",8686532,8516986,103,,,59,0,35,24,70,17,0,13,34,0,2,3,0,0,5,3,,,,,,,,,,,,,,,,,,university of georgia,0,No,100.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,35.71%,55.00%,0.55,,0.55,0.00%,1,Yes,0,No,57.50%,740,2004University of Georgia,734,160,122,17,0.29823297,0.22740263,0.031687252,University of Virginia2003,0,1,1785,240
